subject,exam_type,class,hours_of_studying,participation_in_group,group_parlagrims,individual_paralligms,assigments_individual,assigments_group,previous_marks,panctuality,Predicted Marks,Unnamed: 0
16.0,2.0,3.0,16.17961511047755,28.57142857142857,41.42857142857143,55.0,47.714285714285715,47.714285714285715,20.0,57.14285714285714,0.0,1731.0
6.0,0.0,3.0,67.46987951807229,71.42857142857143,45.5,35.5,43.5,43.5,12.0,80.0,19.0,1732.0
6.0,3.0,2.0,79.7598627787307,100.0,0.0,46.0,0.0,0.0,92.0,80.0,48.0,1733.0
13.0,1.0,2.0,93.72093023255816,100.0,9.5,66.55555555555556,51.5,51.5,35.0,54.54545454545454,29.0,1734.0
5.0,4.0,4.0,69.77660972404732,37.5,34.5,46.3,72.5,72.5,24.0,33.33333333333333,10.0,1735.0
14.0,4.0,4.0,47.15447154471545,100.0,63.33333333333334,38.0,66.66666666666667,66.66666666666667,85.0,60.0,28.0,1736.0
1.0,2.0,1.0,90.4862579281184,33.33333333333333,43.5,54.444444444444436,54.66666666666666,54.66666666666666,73.0,45.45454545454545,21.0,1737.0
11.0,4.0,1.0,88.52459016393442,50.0,52.75,34.333333333333336,34.0,34.0,8.0,47.058823529411754,12.0,1738.0
10.0,2.0,3.0,33.901192504258944,100.0,43.5,61.0,25.75,25.75,14.0,66.66666666666666,12.0,1739.0
2.0,0.0,2.0,67.85128485511207,100.0,78.0,53.0,46.714285714285715,46.714285714285715,53.0,31.25,14.0,1740.0
5.0,4.0,1.0,25.617283950617285,10.0,62.83333333333334,60.375,42.5,42.5,40.0,50.0,-2.0,1741.0
8.0,4.0,4.0,11.027027027027023,100.0,65.0,31.5,66.33333333333333,66.33333333333333,53.0,57.14285714285714,16.0,1742.0
12.0,1.0,4.0,19.62025316455696,0.0,53.16666666666666,33.285714285714285,53.33333333333334,53.33333333333334,70.0,62.5,9.0,1743.0
8.0,2.0,3.0,46.76258992805754,30.0,55.33333333333334,0.0,63.0,63.0,62.0,40.0,19.0,1744.0
15.0,0.0,3.0,1.0638297872340423,100.0,42.0,35.285714285714285,47.75,47.75,66.0,50.0,20.0,1745.0
12.0,3.0,6.0,48.96373056994819,22.222222222222207,22.0,41.5,42.5,42.5,17.0,50.0,9.0,1746.0
11.0,4.0,3.0,16.06456571867794,40.0,56.85714285714285,69.0,50.42857142857143,50.42857142857143,2.0,53.84615384615386,-7.0,1747.0
3.0,4.0,1.0,17.344173441734416,87.5,58.6,60.25,27.4,27.4,64.0,66.66666666666666,15.0,1748.0
5.0,2.0,1.0,9.956395348837207,0.0,56.0,68.0,55.0,55.0,13.0,20.0,-16.0,1749.0
10.0,2.0,5.0,61.58940397350994,100.0,42.0,0.0,58.66666666666666,58.66666666666666,100.0,30.0,40.0,1750.0
9.0,2.0,2.0,34.52685421994885,75.0,63.7,50.16666666666666,48.3,48.3,67.0,20.0,10.0,1751.0
14.0,2.0,5.0,68.10982048574446,100.0,32.666666666666664,49.625,77.66666666666667,77.66666666666667,55.0,62.5,29.0,1752.0
2.0,2.0,5.0,87.1388101983003,100.0,54.7,21.75,33.6,33.6,9.0,40.0,20.0,1753.0
12.0,2.0,6.0,57.89473684210528,100.0,49.0,49.0,60.8,60.8,87.0,80.0,33.0,1754.0
2.0,0.0,3.0,44.00643604183428,100.0,56.2,63.88888888888889,40.0,40.0,66.0,33.33333333333333,16.0,1755.0
16.0,1.0,4.0,49.97242140099283,66.66666666666666,50.66666666666666,47.5,76.33333333333333,76.33333333333333,96.0,57.14285714285714,26.0,1756.0
14.0,2.0,2.0,21.88081936685289,87.5,46.6,51.8,62.7,62.7,29.0,57.14285714285714,11.0,1757.0
16.0,2.0,5.0,96.60326086956522,100.0,40.2,55.5,59.2,59.2,36.0,46.153846153846146,24.0,1758.0
9.0,4.0,4.0,12.452830188679245,80.0,57.0,73.0,44.75,44.75,38.0,40.0,1.0,1759.0
8.0,1.0,6.0,40.46434494195688,10.0,47.28571428571429,23.66666666666667,46.85714285714285,46.85714285714285,50.0,42.857142857142854,9.0,1760.0
3.0,1.0,6.0,96.72131147540985,100.0,0.0,49.2,0.0,0.0,50.0,54.54545454545454,38.0,1761.0
0.0,0.0,2.0,1.977401129943503,0.0,0.0,14.0,0.0,0.0,33.0,0.0,4.0,1762.0
5.0,1.0,2.0,37.21448467966575,0.0,14.5,59.5,50.0,50.0,33.0,50.0,5.0,1763.0
4.0,2.0,3.0,5.905511811023621,33.33333333333333,0.0,69.83333333333333,0.0,0.0,90.0,40.0,16.0,1764.0
0.0,4.0,5.0,66.65114112715416,60.0,47.5,43.33333333333334,68.5,68.5,81.0,53.84615384615386,25.0,1765.0
16.0,4.0,5.0,16.768916155419227,100.0,49.6,66.33333333333333,41.6,41.6,14.0,30.0,1.0,1766.0
16.0,2.0,2.0,49.965156794425106,80.0,70.66666666666667,13.333333333333336,50.33333333333334,50.33333333333334,31.0,44.444444444444436,16.0,1767.0
9.0,0.0,1.0,44.226044226044216,85.71428571428571,54.66666666666666,57.33333333333334,34.55555555555556,34.55555555555556,8.0,61.53846153846154,8.0,1768.0
5.0,0.0,3.0,17.497231450719823,33.33333333333333,70.22222222222223,44.7,63.444444444444436,63.444444444444436,80.0,52.631578947368425,8.0,1769.0
16.0,2.0,1.0,17.2,100.0,66.83333333333333,49.75,29.66666666666667,29.66666666666667,42.0,55.55555555555557,11.0,1770.0
10.0,2.0,3.0,18.931297709923662,100.0,47.875,69.2,58.25,58.25,31.0,60.0,10.0,1771.0
2.0,2.0,4.0,7.946498819826909,0.0,40.25,57.8,43.5,43.5,31.0,33.33333333333333,-6.0,1772.0
13.0,2.0,1.0,12.727272727272727,57.14285714285714,85.0,41.714285714285715,52.5,52.5,25.0,22.222222222222207,-5.0,1773.0
14.0,0.0,1.0,49.0299823633157,10.0,39.7,39.16666666666666,46.2,46.2,26.0,58.82352941176471,7.0,1774.0
9.0,2.0,5.0,2.815884476534296,60.0,39.888888888888886,40.142857142857146,46.0,46.0,75.0,33.33333333333333,13.0,1775.0
16.0,3.0,2.0,70.18140589569161,90.0,0.0,56.0,0.0,0.0,31.0,44.444444444444436,26.0,1776.0
10.0,3.0,6.0,52.18434949591935,44.444444444444436,55.33333333333334,0.0,76.0,76.0,85.0,9.090909090909092,21.0,1777.0
3.0,3.0,4.0,17.727272727272727,100.0,57.0,64.28571428571429,62.0,62.0,11.0,66.66666666666666,6.0,1778.0
10.0,2.0,1.0,21.7139175257732,100.0,0.0,48.33333333333334,0.0,0.0,73.0,55.55555555555557,32.0,1779.0
6.0,4.0,5.0,12.213740458015266,0.0,60.28571428571429,61.5,52.57142857142857,52.57142857142857,26.0,37.5,-11.0,1780.0
0.0,2.0,4.0,65.45547594677586,80.0,60.75,55.0,48.75,48.75,95.0,33.33333333333333,23.0,1781.0
6.0,2.0,3.0,1.5918958031837915,40.0,40.0,51.0,44.66666666666666,44.66666666666666,44.0,70.0,7.0,1782.0
14.0,2.0,6.0,2.8790786948176583,100.0,43.0,37.0,41.57142857142857,41.57142857142857,66.0,56.25,21.0,1783.0
4.0,1.0,4.0,6.9979716024340775,100.0,54.9,46.1,45.1,45.1,26.0,23.07692307692308,4.0,1784.0
11.0,0.0,1.0,99.42307692307692,71.42857142857143,42.125,34.285714285714285,37.375,37.375,61.0,35.29411764705883,28.0,1785.0
16.0,4.0,3.0,38.49184018007878,60.0,54.14285714285714,50.0,43.0,43.0,63.0,63.63636363636363,16.0,1786.0
3.0,3.0,2.0,5.0724637681159415,66.66666666666666,25.5,48.7,54.0,54.0,21.0,28.57142857142857,5.0,1787.0
8.0,2.0,4.0,17.073170731707318,0.0,55.6,58.7,50.0,50.0,14.0,60.0,-8.0,1788.0
4.0,2.0,3.0,8.3855421686747,100.0,59.111111111111114,49.7,58.88888888888889,58.88888888888889,65.0,37.5,13.0,1789.0
2.0,2.0,2.0,45.84717607973422,80.0,32.333333333333336,60.444444444444436,44.83333333333334,44.83333333333334,86.0,66.66666666666666,28.0,1790.0
15.0,3.0,2.0,81.66666666666667,100.0,46.22222222222222,51.33333333333334,43.22222222222222,43.22222222222222,48.0,33.33333333333333,23.0,1791.0
11.0,4.0,3.0,96.56436097114063,0.0,21.5,39.375,45.0,45.0,59.0,71.42857142857143,25.0,1792.0
15.0,4.0,6.0,26.40545144804089,62.5,0.0,36.42857142857143,0.0,0.0,25.0,33.33333333333333,16.0,1793.0
0.0,0.0,1.0,1.7241379310344829,66.66666666666666,60.57142857142857,45.0,60.14285714285714,60.14285714285714,5.0,53.84615384615386,-1.0,1794.0
16.0,0.0,3.0,54.37158469945357,66.66666666666666,54.0,61.0,48.75,48.75,80.0,53.33333333333334,19.0,1795.0
10.0,4.0,1.0,39.386792452830186,0.0,52.88888888888889,43.714285714285715,41.22222222222222,41.22222222222222,42.0,44.444444444444436,2.0,1796.0
2.0,0.0,2.0,91.26213592233007,16.666666666666664,36.4,28.75,62.0,62.0,100.0,33.33333333333333,28.0,1797.0
10.0,1.0,2.0,79.3144918821407,100.0,27.8,47.0,52.4,52.4,14.0,60.0,24.0,1798.0
3.0,0.0,6.0,85.57978196233896,0.0,56.2,50.714285714285715,39.4,39.4,97.0,50.0,18.0,1799.0
16.0,0.0,3.0,92.62048192771084,33.33333333333333,0.0,48.0,0.0,0.0,10.0,40.0,17.0,1800.0
13.0,0.0,3.0,80.85106382978722,77.7777777777778,48.0,47.55555555555557,53.57142857142857,53.57142857142857,60.0,55.55555555555557,25.0,1801.0
9.0,0.0,1.0,38.48580441640379,0.0,60.33333333333334,0.0,61.0,61.0,40.0,42.857142857142854,8.0,1802.0
1.0,4.0,1.0,68.86446886446886,0.0,44.0,71.0,46.0,46.0,29.0,83.33333333333334,6.0,1803.0
2.0,0.0,5.0,49.74910394265233,50.0,64.66666666666667,27.33333333333333,45.77777777777778,45.77777777777778,78.0,72.72727272727273,23.0,1804.0
2.0,4.0,5.0,50.93525179856115,66.66666666666666,54.5,54.875,45.1,45.1,7.0,75.0,8.0,1805.0
1.0,0.0,3.0,6.071428571428571,100.0,56.16666666666666,57.2,37.0,37.0,6.0,60.0,3.0,1806.0
13.0,0.0,1.0,25.441176470588232,40.0,69.71428571428571,49.5,62.85714285714285,62.85714285714285,5.0,11.111111111111107,-10.0,1807.0
1.0,0.0,1.0,96.6638152266895,50.0,58.14285714285714,49.4,49.28571428571429,49.28571428571429,53.0,61.53846153846154,21.0,1808.0
1.0,0.0,5.0,90.0214592274678,0.0,57.0,53.0,41.16666666666666,41.16666666666666,46.0,50.0,8.0,1809.0
14.0,2.0,5.0,11.764705882352938,57.14285714285714,64.33333333333333,71.0,72.0,72.0,99.0,63.63636363636363,12.0,1810.0
1.0,4.0,3.0,46.93486590038314,100.0,41.57142857142857,45.875,58.57142857142857,58.57142857142857,52.0,40.0,21.0,1811.0
0.0,3.0,6.0,98.77913429522751,0.0,62.33333333333334,89.66666666666669,48.16666666666666,48.16666666666666,88.0,70.0,12.0,1812.0
5.0,4.0,5.0,16.678752719361857,71.42857142857143,43.25,16.5,52.375,52.375,62.0,35.714285714285715,19.0,1813.0
7.0,2.0,5.0,11.406423034330013,70.0,53.4,37.714285714285715,45.5,45.5,23.0,40.0,4.0,1814.0
6.0,4.0,1.0,72.76785714285714,0.0,58.5,39.285714285714285,73.5,73.5,73.0,55.55555555555557,15.0,1815.0
9.0,3.0,4.0,53.33333333333334,16.666666666666664,63.4,0.0,50.8,50.8,48.0,66.66666666666666,17.0,1816.0
6.0,2.0,3.0,68.65168539325842,55.55555555555557,56.5,51.0,61.9,61.9,62.0,31.25,14.0,1817.0
16.0,0.0,6.0,79.18454935622317,50.0,75.75,65.0,21.0,21.0,3.0,77.7777777777778,3.0,1818.0
0.0,3.0,2.0,73.01927194860814,71.42857142857143,50.5,55.4,49.2,49.2,72.0,41.17647058823529,21.0,1819.0
11.0,3.0,2.0,39.25831202046036,0.0,53.125,0.0,52.375,52.375,52.0,62.5,15.0,1820.0
15.0,3.0,2.0,76.13997879109226,25.0,45.3,31.25,44.2,44.2,10.0,27.27272727272727,6.0,1821.0
10.0,0.0,1.0,9.768009768009767,16.666666666666664,60.2,68.0,39.7,39.7,66.0,54.54545454545454,0.0,1822.0
8.0,4.0,5.0,35.92233009708738,33.33333333333333,33.8,58.714285714285715,44.9,44.9,50.0,40.0,8.0,1823.0
15.0,4.0,5.0,92.09270620313565,100.0,41.42857142857143,0.0,61.57142857142857,61.57142857142857,87.0,41.66666666666667,44.0,1824.0
8.0,3.0,6.0,48.05194805194805,100.0,55.7,61.0,50.1,50.1,63.0,31.25,16.0,1825.0
4.0,2.0,1.0,7.371483996120273,60.0,52.25,64.66666666666667,36.75,36.75,27.0,26.66666666666667,-3.0,1826.0
5.0,4.0,1.0,68.22157434402332,88.88888888888891,86.0,52.0,24.33333333333333,24.33333333333333,43.0,83.33333333333334,17.0,1827.0
1.0,1.0,2.0,52.35457063711911,12.5,49.25,66.66666666666667,25.0,25.0,13.0,50.0,-2.0,1828.0
14.0,0.0,4.0,66.94677871148457,20.0,24.0,37.833333333333336,8.0,8.0,15.0,85.71428571428571,16.0,1829.0
15.0,3.0,2.0,89.15094339622641,0.0,52.5,0.0,55.0,55.0,7.0,61.53846153846154,14.0,1830.0
4.0,0.0,2.0,9.271523178807943,100.0,46.88888888888889,65.33333333333333,62.111111111111114,62.111111111111114,48.0,70.58823529411767,14.0,1831.0
11.0,2.0,2.0,5.461767626613704,16.666666666666664,67.0,46.0,34.44444444444444,34.44444444444444,68.0,46.66666666666666,1.0,1832.0
9.0,2.0,1.0,45.735027223230496,71.42857142857143,59.22222222222222,35.5,51.22222222222222,51.22222222222222,84.0,55.55555555555557,24.0,1833.0
0.0,1.0,4.0,91.67087329631501,50.0,35.666666666666664,48.125,66.33333333333333,66.33333333333333,66.0,100.0,33.0,1834.0
2.0,2.0,2.0,0.6957621758380772,87.5,33.111111111111114,43.4,74.44444444444444,74.44444444444444,43.0,75.0,18.0,1835.0
11.0,2.0,3.0,55.71776155717762,33.33333333333333,27.4,0.0,36.4,36.4,25.0,75.0,24.0,1836.0
2.0,2.0,2.0,17.777777777777782,100.0,0.0,50.444444444444436,0.0,0.0,28.0,42.857142857142854,20.0,1837.0
14.0,1.0,2.0,31.71355498721228,14.285714285714285,60.0,59.2,37.25,37.25,72.0,80.0,10.0,1838.0
14.0,3.0,4.0,71.5610510046368,50.0,68.85714285714286,39.66666666666666,59.714285714285715,59.714285714285715,35.0,60.0,13.0,1839.0
14.0,3.0,2.0,13.253697383390215,80.0,29.25,0.0,41.75,41.75,29.0,25.0,18.0,1840.0
8.0,2.0,3.0,74.46808510638297,50.0,18.75,37.142857142857146,67.0,67.0,82.0,23.07692307692308,27.0,1841.0
16.0,2.0,5.0,36.42968344577063,50.0,52.66666666666666,61.0,69.0,69.0,38.0,33.33333333333333,3.0,1842.0
8.0,2.0,1.0,21.920668058455114,100.0,66.25,51.28571428571429,38.0,38.0,58.0,26.66666666666667,11.0,1843.0
4.0,4.0,1.0,25.69778633301251,80.0,53.28571428571429,55.33333333333334,46.85714285714285,46.85714285714285,20.0,60.0,7.0,1844.0
12.0,3.0,6.0,2.2805017103762832,100.0,43.57142857142857,63.0,56.714285714285715,56.714285714285715,19.0,76.47058823529412,9.0,1845.0
4.0,2.0,5.0,86.1607142857143,33.33333333333333,55.83333333333334,45.0,48.66666666666666,48.66666666666666,61.0,66.66666666666666,20.0,1846.0
7.0,0.0,1.0,68.27067669172932,88.88888888888891,50.5,68.4,47.5,47.5,5.0,66.66666666666666,11.0,1847.0
15.0,4.0,3.0,38.62134088762984,75.0,46.5,61.6,44.0,44.0,41.0,50.0,11.0,1848.0
3.0,4.0,2.0,4.788306451612904,0.0,46.5,49.4,57.0,57.0,49.0,42.857142857142854,-1.0,1849.0
12.0,2.0,6.0,97.21362229102171,0.0,30.5,41.857142857142854,35.5,35.5,48.0,33.33333333333333,14.0,1850.0
4.0,4.0,1.0,12.8099173553719,100.0,44.375,54.5,52.0,52.0,26.0,53.84615384615386,11.0,1851.0
0.0,0.0,6.0,23.0883444691908,0.0,44.0,38.0,48.0,48.0,17.0,45.45454545454545,-2.0,1852.0
5.0,2.0,1.0,36.9378473976756,100.0,53.444444444444436,50.0,36.888888888888886,36.888888888888886,27.0,35.714285714285715,11.0,1853.0
10.0,4.0,1.0,90.14778325123152,0.0,74.0,36.0,56.2,56.2,37.0,57.14285714285714,8.0,1854.0
12.0,2.0,2.0,65.10454217736121,0.0,66.6,42.5,58.2,58.2,82.0,33.33333333333333,9.0,1855.0
12.0,4.0,1.0,2.0273972602739727,50.0,38.75,69.66666666666667,49.5,49.5,60.0,40.0,4.0,1856.0
0.0,1.0,4.0,95.8904109589041,20.0,54.6,41.42857142857143,48.0,48.0,15.0,54.54545454545454,9.0,1857.0
2.0,4.0,2.0,22.451317296678123,50.0,0.0,67.55555555555556,0.0,0.0,55.0,60.0,18.0,1858.0
15.0,0.0,6.0,45.35901926444835,50.0,76.0,14.0,78.5,78.5,81.0,57.14285714285714,21.0,1859.0
1.0,2.0,3.0,48.86947584789311,0.0,59.444444444444436,33.0,44.55555555555557,44.55555555555557,47.0,66.66666666666666,8.0,1860.0
10.0,4.0,2.0,62.49149081007489,50.0,43.625,51.33333333333334,40.625,40.625,97.0,41.66666666666667,24.0,1861.0
12.0,2.0,3.0,96.80365296803652,25.0,46.5,81.5,64.83333333333333,64.83333333333333,15.0,53.84615384615386,4.0,1862.0
3.0,2.0,5.0,1.5594541910331383,11.111111111111107,0.0,32.714285714285715,0.0,0.0,34.0,33.33333333333333,7.0,1863.0
1.0,0.0,4.0,90.02739726027397,0.0,0.0,42.6,0.0,0.0,33.0,54.54545454545454,20.0,1864.0
2.0,1.0,6.0,77.74647887323944,50.0,44.85714285714285,41.0,33.42857142857143,33.42857142857143,78.0,36.36363636363637,23.0,1865.0
14.0,1.0,4.0,77.37789203084833,0.0,44.66666666666666,33.5,62.83333333333334,62.83333333333334,37.0,38.46153846153847,9.0,1866.0
5.0,1.0,4.0,44.10256410256411,100.0,53.8,49.6,66.9,66.9,78.0,40.0,22.0,1867.0
16.0,0.0,1.0,29.804205946337923,60.0,48.77777777777778,0.0,49.88888888888889,49.88888888888889,20.0,53.33333333333334,16.0,1868.0
0.0,2.0,4.0,78.72340425531915,0.0,56.57142857142857,39.125,63.85714285714285,63.85714285714285,12.0,0.0,-4.0,1869.0
11.0,1.0,2.0,45.038167938931295,12.5,48.42857142857143,58.0,51.57142857142857,51.57142857142857,51.0,14.285714285714285,0.0,1870.0
14.0,4.0,3.0,87.99603174603175,100.0,23.0,41.285714285714285,16.333333333333332,16.333333333333332,100.0,66.66666666666666,45.0,1871.0
16.0,4.0,5.0,52.26049515608181,100.0,56.6,37.66666666666666,60.8,60.8,78.0,53.33333333333334,27.0,1872.0
4.0,4.0,1.0,79.75460122699386,0.0,50.83333333333334,76.5,46.5,46.5,45.0,14.285714285714285,-1.0,1873.0
14.0,4.0,4.0,74.44444444444444,0.0,50.0,64.25,46.88888888888889,46.88888888888889,7.0,42.105263157894726,-3.0,1874.0
12.0,4.0,5.0,83.43732274532047,50.0,55.33333333333334,28.4,66.66666666666667,66.66666666666667,72.0,50.0,25.0,1875.0
15.0,0.0,1.0,45.955451348182876,20.0,0.0,50.28571428571429,0.0,0.0,59.0,25.0,16.0,1876.0
2.0,2.0,5.0,90.79268292682929,12.5,56.2,63.714285714285715,50.4,50.4,88.0,75.0,20.0,1877.0
1.0,4.0,3.0,87.03312191684284,66.66666666666666,54.4,39.333333333333336,54.4,54.4,32.0,41.66666666666667,17.0,1878.0
15.0,0.0,2.0,62.06896551724138,28.57142857142857,0.0,44.625,0.0,0.0,99.0,27.27272727272727,29.0,1879.0
13.0,4.0,4.0,86.75555555555556,100.0,38.5,55.9,29.75,29.75,87.0,46.153846153846146,33.0,1880.0
16.0,0.0,5.0,1.3999066728884741,33.33333333333333,46.57142857142857,58.25,49.0,49.0,74.0,25.0,2.0,1881.0
2.0,4.0,3.0,98.89928453494772,14.285714285714285,64.5,49.5,59.0,59.0,42.0,83.33333333333334,15.0,1882.0
2.0,0.0,2.0,62.89782244556113,100.0,41.0,47.7,0.5,0.5,77.0,54.54545454545454,30.0,1883.0
14.0,2.0,6.0,0.35545023696682465,85.71428571428571,62.25,36.25,57.75,57.75,32.0,44.444444444444436,6.0,1884.0
3.0,1.0,2.0,56.94682675814752,33.33333333333333,39.4,33.666666666666664,57.5,57.5,27.0,60.0,14.0,1885.0
16.0,3.0,4.0,86.95652173913044,100.0,47.375,67.0,70.625,70.625,66.0,38.46153846153847,24.0,1886.0
7.0,1.0,6.0,63.56673960612691,20.0,59.8,29.0,57.7,57.7,7.0,54.54545454545454,4.0,1887.0
12.0,4.0,5.0,6.962025316455697,28.57142857142857,63.0,58.83333333333334,53.0,53.0,85.0,0.0,-1.0,1888.0
8.0,3.0,6.0,41.59021406727829,100.0,0.0,48.5,0.0,0.0,80.0,60.0,36.0,1889.0
2.0,2.0,3.0,90.55737704918032,66.66666666666666,41.66666666666666,58.0,46.83333333333334,46.83333333333334,97.0,63.63636363636363,33.0,1890.0
0.0,3.0,4.0,77.89336801040312,37.5,71.125,0.0,49.875,49.875,84.0,56.25,28.0,1891.0
4.0,2.0,4.0,34.64755077658304,0.0,53.0,55.2,67.5,67.5,53.0,14.285714285714285,-3.0,1892.0
6.0,0.0,5.0,41.90193164933135,75.0,50.25,59.0,47.875,47.875,40.0,40.0,9.0,1893.0
15.0,2.0,1.0,54.660452729693745,100.0,56.0,67.83333333333333,34.0,34.0,58.0,60.0,19.0,1894.0
6.0,4.0,6.0,76.4018691588785,10.0,38.0,0.0,47.4,47.4,49.0,27.27272727272727,19.0,1895.0
13.0,0.0,4.0,37.44360902255639,100.0,36.833333333333336,52.55555555555557,51.33333333333334,51.33333333333334,75.0,40.0,24.0,1896.0
14.0,0.0,2.0,56.85393258426966,0.0,35.8,23.6,53.3,53.3,35.0,58.33333333333334,12.0,1897.0
5.0,3.0,4.0,46.94602272727273,25.0,71.0,53.55555555555557,59.5,59.5,46.0,50.0,3.0,1898.0
12.0,2.0,2.0,44.109947643979055,0.0,46.66666666666666,46.5,64.0,64.0,95.0,55.55555555555557,15.0,1899.0
12.0,1.0,6.0,77.2264631043257,0.0,38.888888888888886,59.5,58.111111111111114,58.111111111111114,79.0,77.7777777777778,19.0,1900.0
16.0,4.0,5.0,26.01580135440181,88.88888888888891,56.375,54.0,41.25,41.25,38.0,28.57142857142857,7.0,1901.0
8.0,4.0,3.0,42.97124600638978,33.33333333333333,0.0,39.5,0.0,0.0,26.0,42.857142857142854,15.0,1902.0
11.0,4.0,1.0,16.791044776119403,80.0,41.333333333333336,52.0,42.333333333333336,42.333333333333336,32.0,33.33333333333333,8.0,1903.0
1.0,3.0,2.0,36.30987581312833,0.0,44.0,86.0,39.5,39.5,45.0,33.33333333333333,-5.0,1904.0
14.0,4.0,5.0,30.50847457627119,50.0,52.5,0.0,64.66666666666667,64.66666666666667,37.0,42.857142857142854,15.0,1905.0
0.0,4.0,6.0,58.12101910828026,0.0,58.75,60.4,45.875,45.875,7.0,53.33333333333334,-5.0,1906.0
0.0,3.0,2.0,66.97247706422019,100.0,0.0,51.5,0.0,0.0,42.0,14.285714285714285,26.0,1907.0
4.0,4.0,5.0,13.001745200698082,33.33333333333333,56.8,51.2,54.7,54.7,4.0,11.764705882352938,-11.0,1908.0
7.0,4.0,3.0,73.963133640553,50.0,61.0,53.111111111111114,66.0,66.0,99.0,100.0,31.0,1909.0
2.0,2.0,2.0,31.099544567338967,10.0,0.0,56.25,0.0,0.0,57.0,0.0,6.0,1910.0
9.0,2.0,1.0,94.0105414470532,50.0,39.0,39.5,42.5,42.5,6.0,23.07692307692308,11.0,1911.0
14.0,0.0,4.0,66.02129719264279,100.0,45.2,52.714285714285715,48.4,48.4,46.0,53.84615384615386,22.0,1912.0
1.0,3.0,2.0,74.43267776096822,50.0,57.75,46.0,41.75,41.75,17.0,12.5,3.0,1913.0
4.0,4.0,6.0,19.07770056854075,10.0,67.4,67.25,58.8,58.8,25.0,0.0,-17.0,1914.0
2.0,2.0,3.0,52.8,44.444444444444436,55.1,52.75,49.1,49.1,14.0,47.058823529411754,3.0,1915.0
10.0,3.0,4.0,96.29171817058096,70.0,46.444444444444436,68.6,53.111111111111114,53.111111111111114,66.0,50.0,23.0,1916.0
11.0,2.0,5.0,27.958833619210978,0.0,56.75,50.33333333333334,57.125,57.125,49.0,44.444444444444436,0.0,1917.0
5.0,0.0,4.0,70.50691244239631,20.0,57.42857142857143,39.75,46.14285714285714,46.14285714285714,55.0,25.0,9.0,1918.0
5.0,2.0,3.0,76.52173913043478,100.0,63.5,54.5,24.5,24.5,16.0,50.0,14.0,1919.0
15.0,1.0,2.0,2.872670807453416,83.33333333333334,47.28571428571429,44.5,51.85714285714285,51.85714285714285,78.0,46.153846153846146,17.0,1920.0
6.0,4.0,1.0,85.34863195057368,88.88888888888891,70.0,52.5,68.0,68.0,57.0,75.0,25.0,1921.0
3.0,2.0,2.0,57.822461991172155,90.0,36.0,60.0,20.5,20.5,34.0,63.63636363636363,19.0,1922.0
3.0,0.0,6.0,50.19607843137255,12.5,0.0,33.333333333333336,0.0,0.0,25.0,0.0,7.0,1923.0
5.0,1.0,2.0,1.3853904282115868,25.0,55.8,56.33333333333334,39.0,39.0,59.0,69.23076923076923,4.0,1924.0
7.0,4.0,6.0,21.88552188552189,14.285714285714285,52.22222222222222,48.33333333333334,67.8888888888889,67.8888888888889,77.0,35.714285714285715,6.0,1925.0
4.0,2.0,5.0,76.41671436748713,0.0,38.75,67.5,31.5,31.5,83.0,38.46153846153847,12.0,1926.0
3.0,0.0,6.0,24.265208475734788,40.0,18.0,40.333333333333336,37.5,37.5,68.0,66.66666666666666,21.0,1927.0
0.0,2.0,2.0,86.51507139079851,33.33333333333333,42.5,0.0,51.875,51.875,25.0,50.0,22.0,1928.0
2.0,4.0,3.0,42.76228419654714,0.0,78.25,62.85714285714285,84.5,84.5,5.0,75.0,-9.0,1929.0
1.0,4.0,6.0,89.21630094043888,0.0,50.77777777777778,61.1,40.22222222222222,40.22222222222222,40.0,60.0,8.0,1930.0
2.0,4.0,2.0,70.12244897959185,0.0,0.0,46.0,0.0,0.0,80.0,71.42857142857143,28.0,1931.0
11.0,1.0,4.0,0.5464480874316939,50.0,38.285714285714285,51.22222222222222,44.42857142857143,44.42857142857143,89.0,69.23076923076923,18.0,1932.0
1.0,1.0,6.0,95.14066496163684,75.0,48.0,38.625,42.7,42.7,47.0,65.0,27.0,1933.0
0.0,2.0,5.0,16.786226685796272,100.0,55.625,58.444444444444436,67.125,67.125,26.0,38.46153846153847,5.0,1934.0
6.0,2.0,6.0,23.667711598746084,100.0,58.0,66.57142857142857,53.33333333333334,53.33333333333334,49.0,50.0,10.0,1935.0
9.0,4.0,3.0,26.006191950464398,87.5,38.55555555555557,52.33333333333334,47.0,47.0,91.0,47.368421052631575,24.0,1936.0
14.0,2.0,4.0,25.744125326370764,66.66666666666666,33.8,48.5,58.4,58.4,32.0,41.66666666666667,10.0,1937.0
16.0,1.0,4.0,78.67247007616977,100.0,0.0,35.5,0.0,0.0,11.0,20.0,25.0,1938.0
6.0,2.0,4.0,20.09925558312656,60.0,63.0,56.1,51.66666666666666,51.66666666666666,45.0,41.66666666666667,3.0,1939.0
16.0,2.0,6.0,38.56332703213611,66.66666666666666,58.42857142857143,44.0,43.0,43.0,75.0,52.941176470588246,18.0,1940.0
1.0,2.0,1.0,53.12101910828025,0.0,73.8,68.6,64.6,64.6,24.0,37.5,-9.0,1941.0
6.0,0.0,2.0,74.90196078431373,62.5,0.0,52.0,0.0,0.0,21.0,0.0,15.0,1942.0
